InvoiceID,SalesLineID_EU,InvoiceDate,CustomerID,CustomerOrderCount,CustomerSegment,Country,MarketRegion,StockCode,Description,ProductCategory,ProductMaterial,ProductColor,UnitPrice_EU,VAT_RATE,VAT_Amount_EU,UnitPrice_Gross_EU,UnitCost_EU,CostAmount_EU,Shipping_Zone_EU,Shipping_Fee_EU,Currency,Quantity,CustomerType_EU,GDPR_Consent_EU,PreferredLanguage_EU,CustomerTenureDays_EU,LoyaltyScore_EU,Brand_EU,ProductSize_EU,EcoLabel_EU,ReturnWindowDays_EU,VAT_Class_EU,IntraEU_Flag_EU,InvoiceType_EU,Carrier_EU,ShippingMethod_EU,EstimatedDeliveryDays_EU,FreeShippingFlag_EU,LineDiscountRate_EU,LoyaltyMember_EU,LoyaltyTier_EU,ContactEmail_EU,ContactPhone_EU,ContactChannel_EU,MarketingOptIn_EU,PreferredContactHours_EU,AccountStatus_EU
EU_575751_R10,EU_LN_466081,3/4/26 21:42,14911,248,LOYAL,EIRE,EU,21677,HEARTS  STICKERS,MISC,OTHER,UNKNOWN,0.85,0.23,0.2,1.05,0.51,12.24,EU_WEST,0.0,EUR,24,B2B,0,EN,344,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,0,16-20,ACTIVE
EU_561798_R6,EU_LN_278547,10/23/25 0:49,14911,248,LOYAL,EIRE,EU,22729,ALARM CLOCK BAKELIKE ORANGE,MISC,OTHER,UNKNOWN,3.75,0.23,0.86,4.61,2.25,9.0,EU_WEST,5.99,EUR,4,B2B,1,EN,239,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_558113_R7,EU_LN_318375,9/27/25 19:58,14911,248,LOYAL,EIRE,EU,85099B,JUMBO BAG RED RETROSPOT,BAG,OTHER,RED,2.08,0.23,0.48,2.56,1.25,12.5,EU_WEST,5.99,EUR,10,B2B,1,EN,207,90,RETRO_CO,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.1,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_546569_R10,EU_LN_437421,7/6/25 22:03,14016,5,ACTIVE,EIRE,EU,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,MISC,WOOD,UNKNOWN,0.85,0.23,0.2,1.05,0.51,6.12,EU_WEST,5.99,EUR,12,B2C,1,EN,87,15,XMAS_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,BRONZE,c14016@loyal.eu,+353 555 016 016,SMS,1,8-16,ACTIVE
EU_545657_R10,EU_LN_436659,6/26/25 1:12,14911,248,LOYAL,EIRE,EU,22029,SPACEBOY BIRTHDAY CARD,CARD,OTHER,UNKNOWN,0.42,0.23,0.1,0.52,0.25,3.0,EU_WEST,5.99,EUR,12,B2B,1,EN,92,90,HOME_LINE,M,0,14,REDUCED,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.03,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_C570828_R7,EU_LN_332055,1/13/26 0:25,14911,248,LOYAL,EIRE,EU,90168,2 DAISIES HAIR COMB,MISC,OTHER,UNKNOWN,2.95,0.23,0.68,3.63,1.77,-10.62,EU_WEST,5.99,EUR,-6,B2B,1,EN,314,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_560300_R6,EU_LN_277251,10/11/25 21:39,14911,248,LOYAL,EIRE,EU,84251G,"GREETING CARD, OVERCROWDED POOL.",CARD,OTHER,UNKNOWN,0.19,0.23,0.04,0.23,0.11,1.32,EU_WEST,5.99,EUR,12,B2B,1,EN,228,90,HOME_LINE,M,1,14,REDUCED,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.03,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_546520,EU_LN_8530,4/26/25 23:38,14911,248,LOYAL,EIRE,EU,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,MISC,OTHER,UNKNOWN,2.1,0.23,0.48,2.58,1.26,7.56,EU_WEST,5.99,EUR,6,B2B,1,EN,102,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_564565_R2,EU_LN_110464,10/22/25 22:00,14911,248,LOYAL,EIRE,EU,22426,ENAMEL WASH BOWL CREAM,MISC,OTHER,UNKNOWN,3.75,0.23,0.86,4.61,2.25,9.0,EU_WEST,5.99,EUR,4,B2B,1,EN,267,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_581003_R4,EU_LN_213680,2/16/26 19:48,14911,248,LOYAL,EIRE,EU,21523,DOORMAT FANCY FONT HOME SWEET HOME,MISC,OTHER,UNKNOWN,8.25,0.23,1.9,10.15,4.95,9.9,EU_WEST,5.99,EUR,2,B2B,1,EN,370,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_547789_R3,EU_LN_138387,5/28/25 23:14,14911,248,LOYAL,EIRE,EU,22856,ASSORTED EASTER DECORATIONS  BELLS,MISC,OTHER,UNKNOWN,1.25,0.23,0.29,1.54,0.75,9.0,EU_WEST,5.99,EUR,12,B2B,1,EN,113,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_555650_R3,EU_LN_144366,8/10/25 0:58,14156,66,LOYAL,EIRE,EU,22848,BREAD BIN DINER STYLE PINK,MISC,OTHER,PINK,16.95,0.23,3.9,20.85,10.17,20.34,EU_WEST,5.99,EUR,2,B2B,1,EN,185,83,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_560894_R1,EU_LN_63408,9/10/25 4:19,14911,248,LOYAL,EIRE,EU,20728,LUNCH BAG CARS BLUE,BAG,OTHER,BLUE,1.65,0.23,0.38,2.03,0.99,9.9,EU_WEST,5.99,EUR,10,B2B,1,EN,232,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.1,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_558864_R6,EU_LN_275963,9/27/25 23:48,,0,NEW,EIRE,EU,22492,MINI PAINT SET VINTAGE ,MISC,OTHER,UNKNOWN,0.65,0.23,0.15,0.8,0.39,14.04,EU_WEST,0.0,EUR,36,B2C,1,EN,,16,VINTAGE_CO,XS,0,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,0,NONE,,,NONE,0,10-18,DORMANT
EU_572127_R4,EU_LN_205608,12/31/25 20:30,14911,248,LOYAL,EIRE,EU,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,LIGHTING,OTHER,UNKNOWN,2.95,0.23,0.68,3.63,1.77,31.86,EU_WEST,5.99,EUR,18,B2B,1,EN,323,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.08,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_545657_R1,EU_LN_50737,4/24/25 1:12,14911,248,LOYAL,EIRE,EU,22977,DOLLY GIRL CHILDRENS EGG CUP,MISC,OTHER,UNKNOWN,1.25,0.23,0.29,1.54,0.75,9.0,EU_WEST,5.99,EUR,12,B2B,1,EN,92,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_544074_R9,EU_LN_392180,6/2/25 1:59,14156,66,LOYAL,EIRE,EU,22077,6 RIBBONS RUSTIC CHARM,MISC,OTHER,UNKNOWN,1.65,0.23,0.38,2.03,0.99,3.96,EU_WEST,5.99,EUR,4,B2B,1,EN,74,83,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_571745_R7,EU_LN_333559,1/19/26 21:58,14911,248,LOYAL,EIRE,EU,22963,JAM JAR WITH GREEN LID,MISC,OTHER,GREEN,0.85,0.23,0.2,1.05,0.51,6.12,EU_WEST,5.99,EUR,12,B2B,1,EN,321,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_538009_R3,EU_LN_129684,2/11/25 23:27,14911,248,LOYAL,EIRE,EU,21041,RED RETROSPOT OVEN GLOVE DOUBLE,MISC,OTHER,RED,2.95,0.23,0.68,3.63,1.77,10.62,EU_WEST,5.99,EUR,6,B2B,1,EN,7,90,RETRO_CO,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_560445_R5,EU_LN_234448,10/5/25 20:18,14156,66,LOYAL,EIRE,EU,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",MISC,OTHER,UNKNOWN,4.25,0.23,0.98,5.23,2.55,61.2,EU_WEST,0.0,EUR,24,B2B,1,EN,228,83,RETRO_CO,M,1,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_539421_R5,EU_LN_216123,3/6/25 1:31,14016,5,ACTIVE,EIRE,EU,21407,BROWN CHECK CAT DOORSTOP ,MISC,OTHER,UNKNOWN,4.25,0.23,0.98,5.23,2.55,7.65,EU_WEST,5.99,EUR,3,B2C,1,EN,0,15,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,BRONZE,c14016@loyal.eu,+353 555 016 016,SMS,1,8-16,ACTIVE
EU_546172_R7,EU_LN_308338,6/10/25 21:42,14156,66,LOYAL,EIRE,EU,22990,COTTON APRON PANTRY DESIGN,MISC,OTHER,UNKNOWN,4.95,0.23,1.14,6.09,2.97,23.76,EU_WEST,5.99,EUR,8,B2B,1,EN,97,83,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_561870_R11,EU_LN_492966,11/28/25 22:55,14911,248,LOYAL,EIRE,EU,84596F,SMALL MARSHMALLOWS PINK BOWL,MISC,OTHER,PINK,0.42,0.23,0.1,0.52,0.25,4.0,EU_WEST,5.99,EUR,16,B2B,1,EN,241,90,HOME_LINE,S,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_565800_R3,EU_LN_154587,11/10/25 21:33,14911,248,LOYAL,EIRE,EU,22550,HOLIDAY FUN LUDO,MISC,OTHER,UNKNOWN,3.75,0.23,0.86,4.61,2.25,9.0,EU_WEST,5.99,EUR,4,B2B,1,EN,279,90,HOME_LINE,M,1,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_539984_R1,EU_LN_45123,2/12/25 2:08,14911,248,LOYAL,EIRE,EU,22550,HOLIDAY FUN LUDO,MISC,OTHER,UNKNOWN,3.75,0.23,0.86,4.61,2.25,9.0,EU_WEST,5.99,EUR,4,B2B,1,EN,22,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_556927_R9,EU_LN_402786,9/30/25 1:57,14156,66,LOYAL,EIRE,EU,22555,PLASTERS IN TIN STRONGMAN,MISC,OTHER,UNKNOWN,1.45,0.23,0.33,1.78,0.87,83.52,EU_WEST,0.0,EUR,96,B2B,1,EN,194,83,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_580127_R8,EU_LN_384479,3/11/26 5:01,14911,248,LOYAL,EIRE,EU,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,MISC,OTHER,UNKNOWN,0.85,0.23,0.2,1.05,0.51,6.12,EU_WEST,5.99,EUR,12,B2B,1,EN,365,90,VINTAGE_CO,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_560451_R3,EU_LN_148744,9/21/25 21:00,14911,248,LOYAL,EIRE,EU,22557,PLASTERS IN TIN VINTAGE PAISLEY ,MISC,OTHER,UNKNOWN,1.65,0.23,0.38,2.03,0.99,11.88,EU_WEST,5.99,EUR,12,B2B,1,EN,229,90,VINTAGE_CO,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_576051_R1,EU_LN_80540,1/3/26 1:55,14911,248,LOYAL,EIRE,EU,22897,OVEN MITT APPLES DESIGN,MISC,OTHER,UNKNOWN,1.45,0.23,0.33,1.78,0.87,17.4,EU_WEST,0.0,EUR,20,B2B,1,EN,347,90,HOME_LINE,M,1,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_543114_R1,EU_LN_48342,3/26/25 0:36,14156,66,LOYAL,EIRE,EU,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,MISC,OTHER,UNKNOWN,4.95,0.23,1.14,6.09,2.97,8.91,EU_WEST,5.99,EUR,3,B2B,1,EN,62,83,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_544468_R2,EU_LN_92417,4/19/25 19:43,,0,NEW,EIRE,EU,22907,PACK OF 20 NAPKINS PANTRY DESIGN,MISC,OTHER,UNKNOWN,0.85,0.23,0.2,1.05,0.51,12.24,EU_WEST,0.0,EUR,24,B2C,0,EN,,16,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,0,NONE,,,NONE,0,10-18,DORMANT
EU_542777_R7,EU_LN_305386,5/4/25 19:41,14911,248,LOYAL,EIRE,EU,22208,WOOD STAMP SET THANK YOU,MISC,WOOD,UNKNOWN,1.65,0.23,0.38,2.03,0.99,11.88,EU_WEST,5.99,EUR,12,B2B,1,EN,61,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_544690_R7,EU_LN_307171,5/26/25 19:58,14156,66,LOYAL,EIRE,EU,22842,BISCUIT TIN VINTAGE RED,MISC,OTHER,RED,5.95,0.23,1.37,7.32,3.57,42.84,EU_WEST,5.99,EUR,12,B2B,0,EN,82,83,VINTAGE_CO,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,0,8-16,ACTIVE
EU_558684_R8,EU_LN_361621,10/8/25 22:39,14016,5,ACTIVE,EIRE,EU,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,MISC,OTHER,UNKNOWN,1.45,0.23,0.33,1.78,0.87,10.44,EU_WEST,5.99,EUR,12,B2C,1,EN,195,15,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,BRONZE,c14016@loyal.eu,+353 555 016 016,SMS,1,8-16,ACTIVE
EU_570839,EU_LN_31931,11/25/25 1:18,14911,248,LOYAL,EIRE,EU,22283,6 EGG HOUSE PAINTED WOOD,MISC,WOOD,UNKNOWN,7.95,0.23,1.83,9.78,4.77,38.16,EU_WEST,5.99,EUR,8,B2B,1,EN,315,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_548858,EU_LN_10598,5/18/25 0:39,14911,248,LOYAL,EIRE,EU,C2,CARRIAGE,MISC,OTHER,UNKNOWN,50.0,0.23,11.5,61.5,30.0,30.0,EU_WEST,5.99,EUR,1,B2B,1,EN,123,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_558067_R10,EU_LN_446948,10/16/25 3:01,14156,66,LOYAL,EIRE,EU,22846,BREAD BIN DINER STYLE RED ,MISC,OTHER,RED,14.95,0.23,3.44,18.39,8.97,35.88,EU_WEST,5.99,EUR,4,B2B,1,EN,203,83,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_565289,EU_LN_25369,10/15/25 22:53,14911,248,LOYAL,EIRE,EU,22699,ROSES REGENCY TEACUP AND SAUCER ,MISC,OTHER,UNKNOWN,2.95,0.23,0.68,3.63,1.77,10.62,EU_WEST,5.99,EUR,6,B2B,0,EN,274,90,HOME_LINE,M,1,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,0,16-20,ACTIVE
EU_567899_R1,EU_LN_71166,11/12/25 3:36,14911,248,LOYAL,EIRE,EU,21401,BLUE PUDDING SPOON,MISC,OTHER,BLUE,0.12,0.23,0.03,0.15,0.07,3.36,EU_WEST,0.0,EUR,48,B2B,1,EN,295,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_549667_R1,EU_LN_53945,5/31/25 23:30,14911,248,LOYAL,EIRE,EU,22193,RED DINER WALL CLOCK,MISC,OTHER,RED,8.5,0.23,1.96,10.46,5.1,10.2,EU_WEST,5.99,EUR,2,B2B,1,EN,130,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_546861_R10,EU_LN_437727,7/9/25 2:13,14911,248,LOYAL,EIRE,EU,22210,WOOD STAMP SET BEST WISHES,MISC,WOOD,UNKNOWN,1.65,0.23,0.38,2.03,0.99,11.88,EU_WEST,5.99,EUR,12,B2B,0,EN,106,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,0,16-20,ACTIVE
EU_548718_R9,EU_LN_396444,7/19/25 20:00,14156,66,LOYAL,EIRE,EU,21181,PLEASE ONE PERSON METAL SIGN,MISC,METAL,UNKNOWN,1.85,0.23,0.43,2.28,1.11,159.84,EU_WEST,0.0,EUR,144,B2B,1,EN,122,83,HOME_LINE,M,1,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_548664_R6,EU_LN_267765,6/26/25 1:55,14911,248,LOYAL,EIRE,EU,22318,FIVE HEART HANGING DECORATION,MISC,OTHER,UNKNOWN,2.95,0.23,0.68,3.63,1.77,10.62,EU_WEST,5.99,EUR,6,B2B,1,EN,121,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_564654_R3,EU_LN_153436,10/30/25 1:39,14911,248,LOYAL,EIRE,EU,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,MISC,OTHER,UNKNOWN,1.25,0.23,0.29,1.54,0.75,9.0,EU_WEST,5.99,EUR,12,B2B,1,EN,268,90,XMAS_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_538255,EU_LN_1206,1/22/25 23:43,14911,248,LOYAL,EIRE,EU,21527,RED RETROSPOT TRADITIONAL TEAPOT ,MISC,OTHER,RED,7.95,0.23,1.83,9.78,4.77,9.54,EU_WEST,5.99,EUR,2,B2B,1,EN,8,90,RETRO_CO,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_561870_R2,EU_LN_107047,9/26/25 22:55,14911,248,LOYAL,EIRE,EU,84875B,GREEN SQUARE COMPACT MIRROR,MISC,OTHER,GREEN,1.25,0.23,0.29,1.54,0.75,18.0,EU_WEST,0.0,EUR,24,B2B,1,EN,241,90,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,1,GOLD,c14911@loyal.eu,+353 555 911 911,APP,1,16-20,ACTIVE
EU_565475_R10,EU_LN_454458,12/27/25 21:57,14156,66,LOYAL,EIRE,EU,22795,SWEETHEART RECIPE BOOK STAND,MISC,OTHER,UNKNOWN,5.95,0.23,1.37,7.32,3.57,171.36,EU_WEST,0.0,EUR,48,B2B,1,EN,276,83,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_543828_R6,EU_LN_263355,5/10/25 20:55,14156,66,LOYAL,EIRE,EU,20725,LUNCH BAG RED RETROSPOT,BAG,OTHER,RED,1.65,0.23,0.38,2.03,0.99,9.9,EU_WEST,5.99,EUR,10,B2B,1,EN,73,83,RETRO_CO,M,1,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.1,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_562560_R6,EU_LN_279721,10/30/25 4:22,14156,66,LOYAL,EIRE,EU,22530,MAGIC DRAWING SLATE DOLLY GIRL ,MISC,OTHER,UNKNOWN,0.42,0.23,0.1,0.52,0.25,1.0,EU_WEST,5.99,EUR,4,B2B,1,EN,246,83,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_576602_R5,EU_LN_252458,2/2/26 2:30,14156,66,LOYAL,EIRE,EU,23571,TRADITIONAL NAUGHTS & CROSSES,MISC,OTHER,UNKNOWN,1.65,0.23,0.38,2.03,0.99,11.88,EU_WEST,5.99,EUR,12,B2B,1,EN,347,83,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,3,0,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_572124_R4,EU_LN_205568,12/31/25 19:57,14156,66,LOYAL,EIRE,EU,85199L,LARGE HANGING IVORY & RED WOOD BIRD,MISC,WOOD,RED,0.65,0.23,0.15,0.8,0.39,23.4,EU_WEST,0.0,EUR,60,B2B,1,EN,322,83,HOME_LINE,L,1,14,STANDARD,1,SIMPLIFIED,DHL,STANDARD,3,1,0.05,1,GOLD,c14156@loyal.eu,+353 555 156 156,APP,1,8-16,ACTIVE
EU_560783_R9,EU_LN_406392,11/4/25 21:34,15108,5,ACTIVE,European Community,EU,23265,SET OF 3 WOODEN TREE DECORATIONS,MISC,WOOD,UNKNOWN,1.25,0.2,0.25,1.5,0.75,9.0,EU_OTHER,5.99,EUR,12,B2C,1,EN,85,17,HOME_LINE,M,1,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,6,0,0.05,0,NONE,,,NONE,1,8-16,ACTIVE
EU_560783,EU_LN_20450,9/2/25 21:34,15108,5,ACTIVE,European Community,EU,22447,PIN CUSHION BABUSHKA BLUE,MISC,OTHER,BLUE,3.35,0.2,0.67,4.02,2.01,12.06,EU_OTHER,5.99,EUR,6,B2C,0,EN,85,17,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,6,0,0.05,0,NONE,,,NONE,0,8-16,ACTIVE
EU_560783_R4,EU_LN_191993,9/30/25 21:34,15108,5,ACTIVE,European Community,EU,21098,CHRISTMAS TOILET ROLL,MISC,OTHER,UNKNOWN,1.25,0.2,0.25,1.5,0.75,9.0,EU_OTHER,5.99,EUR,12,B2C,0,EN,85,17,XMAS_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,6,0,0.05,0,NONE,,,NONE,0,8-16,ACTIVE
EU_555721_R7,EU_LN_315948,9/7/25 3:11,15108,5,ACTIVE,European Community,EU,POST,POSTAGE,MISC,OTHER,UNKNOWN,15.0,0.2,3.0,18.0,9.0,27.0,EU_OTHER,5.99,EUR,3,B2C,1,EN,41,17,HOME_LINE,M,1,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,6,0,0.05,0,NONE,,,NONE,1,8-16,ACTIVE
EU_555542_R10,EU_LN_444312,9/27/25 0:01,15108,5,ACTIVE,European Community,EU,23111,PARISIENNE SEWING BOX,BOX,OTHER,UNKNOWN,12.5,0.2,2.5,15.0,7.5,15.0,EU_OTHER,5.99,EUR,2,B2C,0,EN,40,17,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,6,0,0.03,0,NONE,,,NONE,0,8-16,ACTIVE
EU_551013_R9,EU_LN_397785,8/10/25 22:04,15108,5,ACTIVE,European Community,EU,22424,ENAMEL BREAD BIN CREAM,MISC,OTHER,UNKNOWN,12.75,0.2,2.55,15.3,7.65,7.65,EU_OTHER,5.99,EUR,1,B2C,1,EN,0,17,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,6,0,0.05,0,NONE,,,NONE,1,8-16,ACTIVE
EU_560783,EU_LN_20456,9/2/25 21:34,15108,5,ACTIVE,European Community,EU,85132C,CHARLIE AND LOLA FIGURES TINS,MISC,OTHER,UNKNOWN,1.95,0.2,0.39,2.34,1.17,14.04,EU_OTHER,5.99,EUR,12,B2C,0,EN,85,17,HOME_LINE,M,0,14,STANDARD,1,SIMPLIFIED,DHL,EXPRESS,6,0,0.05,0,NONE,,,NONE,0,8-16,ACTIVE
